time,price,24h_vol,capital_vol
2019-11-01T00:04:03.000Z,284.29758543,2895674541.90978,5142403155.106823
2019-11-01T00:09:03.000Z,283.69574411,2893476044.46636,5131516988.981827
2019-11-01T00:14:02.000Z,283.4893248,2893787121.52523,5127783255.932968
2019-11-01T00:19:02.000Z,283.16467746,2891345876.89081,5121911002.382314
2019-11-01T00:24:03.000Z,283.21262422,2891642186.79179,5122778268.099518
2019-11-01T00:29:02.000Z,282.99461355,2891641682.02959,5118834869.29949
2019-11-01T00:34:02.000Z,283.16181783,2891756727.23966,5121859277.145087
2019-11-01T00:39:04.000Z,283.40964547,2894344828.78819,5126342008.316347
2019-11-01T00:44:02.000Z,283.365752,2893524628.33131,5125548058.7512
2019-11-01T00:49:03.000Z,282.79684066,2888847879.7421,5115257533.560234
2019-11-01T00:54:03.000Z,283.52735837,2892924859.25668,5128471210.950485
2019-11-01T00:59:03.000Z,283.02849316,2885631990.47998,5119454762.912078
2019-11-01T01:04:05.000Z,282.6473153,2845832459.31671,5112559970.060813
2019-11-01T01:09:02.000Z,282.83668067,2846811954.16752,5115985234.5440445
2019-11-01T01:14:01.000Z,283.71398952,2854079862.3101,5131854106.632186
2019-11-01T01:19:05.000Z,283.84572726,2855355462.82762,5134247639.60956
2019-11-01T01:24:03.000Z,284.11623003,2855537097.83219,5139140537.597667
2019-11-01T01:29:04.000Z,283.48952284,2850819675.51982,5127804556.231646
2019-11-01T01:34:02.000Z,282.84524286,2841830838.10932,5116150715.203645
2019-11-01T01:39:02.000Z,283.06142841,2841231311.44501,5120075267.615528
2019-11-01T01:44:02.000Z,283.23000319,2840656001.72181,5123124484.112575
2019-11-01T01:49:02.000Z,283.05791393,2840353237.61938,5120011697.026814
2019-11-01T01:54:02.000Z,282.84694121,2838939809.75087,5116195577.65384
2019-11-01T01:59:03.000Z,282.54250847,2837207863.80719,5110706592.340924
2019-11-01T02:04:01.000Z,282.28704939,2806129774.18747,5106085778.304902
2019-11-01T02:09:02.000Z,282.7415845,2810402247.70244,5114307534.317473
2019-11-01T02:14:03.000Z,282.76857442,2811728070.69938,5114795735.485013
2019-11-01T02:19:02.000Z,282.35872387,2811276307.51676,5107396364.000082
2019-11-01T02:24:03.000Z,283.0309449,2820031249.66233,5119555716.372115
2019-11-01T02:29:02.000Z,282.55921801,2816649803.85933,5111022967.164999
2019-11-01T02:34:03.000Z,282.25840731,2816321307.72546,5105581805.3333025
2019-11-01T02:39:04.000Z,282.19548228,2817240324.26707,5104443597.066646
2019-11-01T02:44:02.000Z,282.62525545,2822009370.44799,5112217473.805709
2019-11-01T02:49:01.000Z,281.98538691,2819202247.33926,5100643323.624561
2019-11-01T02:54:02.000Z,282.20494294,2824272549.9621,5104614724.523264
2019-11-01T02:59:01.000Z,282.62302091,2827998297.99988,5112177054.756141
2019-11-01T03:04:01.000Z,282.77159697,2802337422.72466,5114864546.690022
2019-11-01T03:09:05.000Z,283.12842773,2808971433.03888,5121319017.464987
2019-11-01T03:14:01.000Z,282.65962375,2803244189.54689,5112839138.85816
2019-11-01T03:19:01.000Z,282.14976782,2802413036.53303,5103620225.85671
2019-11-01T03:24:04.000Z,282.16948935,2805738967.16734,5103976955.565455
2019-11-01T03:29:03.000Z,282.25654534,2811674659.00906,5105551653.657796
2019-11-01T03:34:05.000Z,281.93166617,2811844289.5942,5099675129.656469
2019-11-01T03:39:02.000Z,281.96186612,2814499075.86628,5100228445.518851
2019-11-01T03:44:02.000Z,281.86325426,2815674793.48475,5098444718.394108
2019-11-01T03:49:01.000Z,281.83223915,2816379850.23223,5097883706.004245
2019-11-01T03:54:02.000Z,281.70725335,2816889064.68592,5095622917.456051
2019-11-01T03:59:02.000Z,281.16612776,2814787829.1238,5085838356.166525
2019-11-01T04:04:01.000Z,281.18850363,2792605338.93557,5086243099.312124
2019-11-01T04:09:03.000Z,281.33531946,2798698950.58254,5088898759.119189
2019-11-01T04:14:03.000Z,281.56115178,2802802118.93936,5092983698.864735
2019-11-01T04:19:03.000Z,281.89161881,2808232253.70619,5098982452.173303
2019-11-01T04:24:01.000Z,281.81527805,2806708846.07643,5097601566.279699
2019-11-01T04:29:06.000Z,281.79556725,2806502952.10318,5097245028.495616
2019-11-01T04:34:01.000Z,281.98636357,2809354742.43054,5100696238.099678
2019-11-01T04:39:04.000Z,281.93040436,2812130812.64528,5099701643.323561
2019-11-01T04:44:04.000Z,282.14771216,2812346150.8936,5103632418.343004
2019-11-01T04:49:01.000Z,282.24388485,2813611098.48323,5105372039.067344
2019-11-01T04:54:03.000Z,282.10470869,2815445649.60478,5102854549.429835
2019-11-01T04:59:04.000Z,282.1645843,2816084352.24686,5103948191.375941
2019-11-01T05:04:02.000Z,282.23550336,2785948403.33278,5105231014.338705
2019-11-01T05:09:03.000Z,282.40283714,2789457352.21369,5108257839.694482
2019-11-01T05:14:03.000Z,282.30397027,2791160668.59266,5106469481.463586
2019-11-01T05:19:05.000Z,282.30983434,2792282601.59972,5106600255.970869
2019-11-01T05:24:05.000Z,282.4007312,2793103621.35611,5108244456.357474
2019-11-01T05:29:04.000Z,282.95346529,2799194481.94596,5118242662.945376
2019-11-01T05:34:01.000Z,282.60454651,2799087262.63237,5111931197.635103
2019-11-01T05:39:03.000Z,282.49824812,2792616504.76591,5110022529.612497
2019-11-01T05:44:01.000Z,282.56927954,2793009543.3699,5111307394.608761
2019-11-01T05:49:01.000Z,282.68325769,2792659938.36472,5113369109.800205
2019-11-01T05:54:03.000Z,282.58792265,2792605826.09041,5111644624.017667
