time,price,24h_vol,capital_vol
2019-11-01T00:04:00.000Z,59.27018101,202993574.427685,1024536465.1093332
2019-11-01T00:09:01.000Z,59.22541036,203253381.109678,1023762565.5705836
2019-11-01T00:14:01.000Z,59.17123394,203314410.567167,1022826079.2827404
2019-11-01T00:19:01.000Z,59.14377136,203756332.232674,1022353460.0417854
2019-11-01T00:24:01.000Z,59.12693472,204262885.961928,1022062423.4739518
2019-11-01T00:29:00.000Z,59.14452134,204599587.646667,1022366424.067561
2019-11-01T00:34:01.000Z,59.10387185,204848017.245344,1021663760.8984903
2019-11-01T00:39:01.000Z,59.21495127,205660224.419487,1023585311.2044742
2019-11-01T00:44:01.000Z,59.00583855,205255389.17979,1019970604.0008337
2019-11-01T00:49:01.000Z,58.93071789,205369153.96782,1018672073.6904433
2019-11-01T00:54:01.000Z,59.12236216,206500388.672843,1021984822.6451876
2019-11-01T00:59:01.000Z,59.13566334,206921231.808989,1022216840.7374384
2019-11-01T01:04:02.000Z,59.05662167,206493990.718188,1020850529.4044431
2019-11-01T01:09:01.000Z,59.13602718,207004470.263278,1022223129.9201772
2019-11-01T01:14:00.000Z,59.20547417,207714199.993975,1023423587.9843682
2019-11-01T01:19:01.000Z,59.23792694,207848856.4805,1023986139.2643139
2019-11-01T01:24:00.000Z,59.30356952,208521294.585827,1025120836.0623399
2019-11-01T01:29:01.000Z,59.12254228,208480384.945032,1021991601.1954529
2019-11-01T01:34:00.000Z,59.17355653,209158019.370355,1022873433.0564202
2019-11-01T01:39:01.000Z,59.24900613,209859923.285172,1024179752.800411
2019-11-01T01:44:00.000Z,59.2979042,210756127.053153,1025025006.0312687
2019-11-01T01:49:01.000Z,59.35165247,211347233.860455,1025954099.8328989
2019-11-01T01:54:01.000Z,59.08143002,210682839.937434,1021283028.126139
2019-11-01T01:59:01.000Z,59.12270592,210891566.015266,1021997571.3694172
2019-11-01T02:04:00.000Z,58.99902834,209774179.931667,1019859675.6128737
2019-11-01T02:09:01.000Z,59.1418498,209991875.413273,1022328493.3606138
2019-11-01T02:14:01.000Z,59.09697466,209600279.846312,1021552779.7812188
2019-11-01T02:19:01.000Z,59.15181351,209815850.966617,1022501773.9683347
2019-11-01T02:24:01.000Z,59.10077827,209461823.213932,1021619575.8507574
2019-11-01T02:29:00.000Z,59.04542974,209036838.757449,1020662817.7636466
2019-11-01T02:34:01.000Z,59.03306855,208844508.822834,1020449141.5535729
2019-11-01T02:39:01.000Z,58.95933285,208673629.998147,1019175977.5508839
2019-11-01T02:44:01.000Z,58.79577471,208201448.047766,1016348697.9563577
2019-11-01T02:49:00.000Z,58.89860064,209069509.808678,1018126155.5875351
2019-11-01T02:54:00.000Z,58.90030949,209326421.25106,1018155694.9622328
2019-11-01T02:59:01.000Z,59.04413959,210761244.191638,1020643261.1303421
2019-11-01T03:04:00.000Z,58.97690787,210194965.411894,1019481086.4423479
2019-11-01T03:09:02.000Z,58.96194591,210587594.061002,1019222452.4438052
2019-11-01T03:14:00.000Z,58.98648269,211252925.443314,1019646597.8243532
2019-11-01T03:19:01.000Z,59.0008989,211564755.92535,1019896451.0797861
2019-11-01T03:24:01.000Z,58.98954171,211996372.904263,1019700129.3126816
2019-11-01T03:29:01.000Z,58.89461598,212359385.412824,1018059232.0584835
2019-11-01T03:34:01.000Z,58.94396627,212716237.580319,1018912306.8842736
2019-11-01T03:39:01.000Z,58.92491833,212883637.578324,1018584216.0356296
2019-11-01T03:44:01.000Z,58.89871625,213329824.229028,1018131283.1851037
2019-11-01T03:49:01.000Z,58.99074819,213718344.836451,1019722160.0043613
2019-11-01T03:54:01.000Z,58.83294878,213619573.585408,1016994417.733037
2019-11-01T03:59:00.000Z,58.91608512,213349889.090478,1018432828.1689779
2019-11-01T04:04:00.000Z,58.95860968,212983546.576038,1019167914.4822667
2019-11-01T04:09:01.000Z,58.8358642,212821769.921982,1017046116.5244987
2019-11-01T04:14:01.000Z,58.90820129,213098753.783944,1018296546.9678149
2019-11-01T04:19:01.000Z,58.85990203,213263373.275647,1017463723.0363576
2019-11-01T04:24:01.000Z,58.92213209,213672078.440489,1018539443.9054757
2019-11-01T04:29:01.000Z,58.99659167,214018970.634347,1019826566.6981696
2019-11-01T04:34:01.000Z,58.95440244,213909437.779136,1019097275.4186475
2019-11-01T04:39:01.000Z,58.89329052,213901030.023425,1018041534.6742741
2019-11-01T04:44:01.000Z,58.96940786,214515717.461532,1019357314.7872648
2019-11-01T04:49:01.000Z,58.8228089,214544589.345377,1016823174.9199907
2019-11-01T04:54:01.000Z,58.9086355,215064782.339954,1018306791.1413077
2019-11-01T04:59:01.000Z,58.80868903,214789195.765446,1016580267.6062565
2019-11-01T05:04:01.000Z,58.87498052,214335431.584861,1017726197.1629189
2019-11-01T05:09:01.000Z,58.94372159,214630063.273106,1018914470.9040363
2019-11-01T05:14:01.000Z,58.93814427,214349485.151825,1018818060.0696355
2019-11-01T05:19:02.000Z,59.02595799,214522235.065755,1020337464.9420382
2019-11-01T05:24:02.000Z,58.97749633,214755396.504172,1019499744.6420715
2019-11-01T05:29:01.000Z,59.08786639,215544182.482652,1021407629.1584697
2019-11-01T05:34:01.000Z,59.35190498,216984761.003112,1025971866.0821303
2019-11-01T05:39:01.000Z,59.43693533,217332388.598081,1027442511.4760413
2019-11-01T05:44:01.000Z,59.44039368,217824072.194771,1027502293.3900099
2019-11-01T05:49:00.000Z,59.33565741,216282888.311382,1025691794.5693429
2019-11-01T05:54:00.000Z,59.47398677,216903617.741252,1028082992.2992663
