time,price,24h_vol,capital_vol
2019-11-01T00:04:01.000Z,1.00689313,30465278230.7531,4136361724.6835446
2019-11-01T00:09:01.000Z,1.00764014,30479792381.9503,4139430500.0317674
2019-11-01T00:14:01.000Z,1.00667269,30462684894.3885,4135456145.8847456
2019-11-01T00:19:02.000Z,1.0074379,30472365973.0815,4138599674.537408
2019-11-01T00:24:01.000Z,1.00871728,30489290028.7062,4143855444.254427
2019-11-01T00:29:00.000Z,1.00817243,30502180081.899,4141617152.652345
2019-11-01T00:34:01.000Z,1.00681309,30488487770.7646,4136032921.899254
2019-11-01T00:39:02.000Z,1.00674974,30454445142.5284,4135772678.1867294
2019-11-01T00:44:01.000Z,1.00529745,30432741015.791,4129806596.0334687
2019-11-01T00:49:01.000Z,1.00460206,30399309337.5996,4126949917.582699
2019-11-01T00:54:02.000Z,1.00569546,30441503599.348,4131441660.374674
2019-11-01T00:59:01.000Z,1.004783,30405966321.1829,4127693227.064425
2019-11-01T01:04:03.000Z,1.0040602,30089630148.8456,4124723926.040846
2019-11-01T01:09:01.000Z,1.00320743,30147545718.5123,4121220719.322289
2019-11-01T01:14:01.000Z,1.00337622,30172571452.9837,4121914116.2692757
2019-11-01T01:19:02.000Z,1.00554721,30190829962.9889,4130832658.476787
2019-11-01T01:24:01.000Z,1.00630244,30199035105.0639,4133935180.259964
2019-11-01T01:29:02.000Z,1.00575906,30172389974.5986,4131702930.0302205
2019-11-01T01:34:01.000Z,1.00572708,30140245667.6626,4131571566.1067176
2019-11-01T01:39:01.000Z,1.00755264,30180146503.1748,4139071020.754143
2019-11-01T01:44:01.000Z,1.00716451,30171004174.0527,4137476599.186443
2019-11-01T01:49:01.000Z,1.008248,30192123789.3287,4141927604.884212
2019-11-01T01:54:01.000Z,1.00564528,30163393720.9602,4131235503.586263
2019-11-01T01:59:01.000Z,1.00514476,30134529618.8827,4129179362.9218483
2019-11-01T02:04:01.000Z,1.00486974,29928725465.9317,4128049558.018938
2019-11-01T02:09:01.000Z,1.00667862,29970081010.5809,4135480520.3092384
2019-11-01T02:14:01.000Z,1.00741613,29981809871.7712,4138510236.206451
2019-11-01T02:19:01.000Z,1.00807475,30013746157.2549,4141215871.6807957
2019-11-01T02:24:01.000Z,1.00710983,30044436730.1876,4137251938.369066
2019-11-01T02:29:00.000Z,1.00757095,30055188706.8684,4139146239.4178586
2019-11-01T02:34:01.000Z,1.00813192,30070371587.9506,4141450732.7314763
2019-11-01T02:39:01.000Z,1.00751646,30063406155.6144,4138922392.8559747
2019-11-01T02:44:01.000Z,1.00744989,29659958272.7356,4138648948.394475
2019-11-01T02:49:00.000Z,1.00824983,30091260984.0295,4141935112.910582
2019-11-01T02:54:00.000Z,1.00678978,30125219248.9517,4135937165.7245665
2019-11-01T02:59:01.000Z,1.00515192,30143885035.5063,4129208770.481329
2019-11-01T03:04:00.000Z,1.00631481,30039447041.2415,4133985972.5735044
