time,price,24h_vol,capital_vol
2019-11-01T00:04:01.000Z,10.63079043,554083152.730839,749883529.3618402
2019-11-01T00:09:02.000Z,10.61949319,553359840.673322,749086635.5479231
2019-11-01T00:14:01.000Z,10.61122003,552857790.094247,748503056.1248835
2019-11-01T00:19:02.000Z,10.58162715,551620920.190887,746415609.1894844
2019-11-01T00:24:01.000Z,10.58384792,551935072.273772,746572259.8220665
2019-11-01T00:29:01.000Z,10.5727985,551275063.797377,745792846.913032
2019-11-01T00:34:01.000Z,10.54129319,550699686.711843,743570498.6533523
2019-11-01T00:39:02.000Z,10.53570278,550674026.532097,743176157.7447342
2019-11-01T00:44:01.000Z,10.53019876,550372878.536837,742787910.8973427
2019-11-01T00:49:02.000Z,10.53466215,550573704.106726,743102753.132647
2019-11-01T00:54:02.000Z,10.53637675,550707063.218348,743223699.0687108
2019-11-01T00:59:01.000Z,10.54050133,551010113.936402,743514642.0144686
2019-11-01T01:04:04.000Z,10.51961318,544102675.866385,742041216.2964464
2019-11-01T01:09:01.000Z,10.4926863,543048318.578074,740141825.3836678
2019-11-01T01:14:01.000Z,10.48262982,540814015.530365,739432453.5906957
2019-11-01T01:19:03.000Z,10.44598533,540322125.601402,736847593.9271574
2019-11-01T01:24:02.000Z,10.45709383,541514368.753236,737631174.1927346
2019-11-01T01:29:03.000Z,10.47378387,542340935.975783,738808470.336456
2019-11-01T01:34:01.000Z,10.48488327,542404461.966482,739591408.8538564
2019-11-01T01:39:02.000Z,10.48472014,542618409.230748,739579902.0800797
2019-11-01T01:44:02.000Z,10.4579565,543138106.913387,737692025.8343729
2019-11-01T01:49:01.000Z,10.42466842,543149995.033599,735343923.5708306
2019-11-01T01:54:01.000Z,10.396654,542180072.74653,733367819.7042521
2019-11-01T01:59:02.000Z,10.38889887,541248282.451055,732820781.6246977
2019-11-01T02:04:01.000Z,10.42456452,536297083.209173,735336594.8331757
2019-11-01T02:09:01.000Z,10.43296751,536474805.45639,735929332.0093268
2019-11-01T02:14:02.000Z,10.42337685,536419985.196935,735252818.3042406
2019-11-01T02:19:02.000Z,10.4018918,535986097.608752,733737288.1061261
2019-11-01T02:24:02.000Z,10.3903013,535950631.201034,732919707.6584506
2019-11-01T02:29:01.000Z,10.40222262,536906722.837536,733760623.4095033
2019-11-01T02:34:02.000Z,10.42561738,535339232.215451,735410862.5090216
2019-11-01T02:39:02.000Z,10.41369783,535964888.198922,734570071.3789217
2019-11-01T02:44:01.000Z,10.41833671,536311758.751452,734897292.5089477
2019-11-01T02:49:01.000Z,10.41966086,536603263.746963,734990696.4103159
2019-11-01T02:54:00.000Z,10.42283058,534192197.503566,735214284.7254976
2019-11-01T02:59:01.000Z,10.46247871,539652878.375715,738011017.7844584
2019-11-01T03:04:01.000Z,10.45910156,534445801.78456,737772797.6912627
2019-11-01T03:09:04.000Z,10.46252794,534115829.41719,738014490.1007376
2019-11-01T03:14:01.000Z,10.45032353,534105282.791304,737153605.3921012
2019-11-01T03:19:01.000Z,10.44606214,533799875.978284,736853011.5915337
2019-11-01T03:24:02.000Z,10.42890916,533809144.280463,735643060.6034604
2019-11-01T03:29:02.000Z,10.38946088,532844798.054372,732860425.2307007
2019-11-01T03:34:03.000Z,10.37993052,533937732.266301,732188164.8972076
2019-11-01T03:39:01.000Z,10.37729442,533947694.889696,732002217.6399939
2019-11-01T03:44:02.000Z,10.36797739,533876518.707005,731345005.2495097
2019-11-01T03:49:01.000Z,10.38745871,535136180.799822,732719194.407737
2019-11-01T03:54:01.000Z,10.40778094,536760604.504705,734152701.1361598
2019-11-01T03:59:01.000Z,10.40091156,537461761.749918,733668142.7485709
2019-11-01T04:04:01.000Z,10.37982992,531674341.121886,732181068.3592764
2019-11-01T04:09:02.000Z,10.42987858,535459035.516639,735711442.2935236
2019-11-01T04:14:02.000Z,10.62474555,547636155.193758,749457130.466135
2019-11-01T04:19:02.000Z,10.64273976,551288750.229233,750726421.399321
2019-11-01T04:24:01.000Z,10.61415395,550759861.194331,748710011.3978232
2019-11-01T04:29:04.000Z,10.5820253,550860188.022174,746443694.055754
2019-11-01T04:34:01.000Z,10.59850276,551819276.457364,747605995.0547813
2019-11-01T04:39:03.000Z,10.61349465,550865208.609033,748663505.2100298
2019-11-01T04:44:02.000Z,10.60753867,551121714.392985,748243377.3222089
2019-11-01T04:49:01.000Z,10.58481905,550543438.58928,746640762.472117
2019-11-01T04:54:01.000Z,10.56100113,550527433.014043,744960673.7376398
2019-11-01T04:59:03.000Z,10.55618448,550774969.857518,744620912.9901657
2019-11-01T05:04:01.000Z,10.51860252,545633081.499603,741969925.3733765
2019-11-01T05:09:02.000Z,10.56494794,548860556.726564,745239077.1012188
2019-11-01T05:14:02.000Z,10.56241954,549348756.999594,745060726.9043194
2019-11-01T05:19:04.000Z,10.5790479,550746238.675436,746233671.8320351
2019-11-01T05:24:03.000Z,10.59220483,551474835.370916,747161746.3219993
2019-11-01T05:29:03.000Z,10.58083769,551103948.052597,746359921.8790646
2019-11-01T05:34:01.000Z,10.57667862,551602706.312506,746066545.9925946
2019-11-01T05:39:02.000Z,10.54758271,551107469.139176,744014154.2815354
2019-11-01T05:44:01.000Z,10.53583677,550954280.025551,743185609.6165557
2019-11-01T05:49:01.000Z,10.54991891,551643634.780877,744178946.7952006
2019-11-01T05:54:02.000Z,10.54815642,551662172.692078,744054622.9379212
2019-11-01T05:59:03.000Z,10.52144931,551448882.019052,742170735.091743
2019-11-01T06:04:02.000Z,10.52944708,546200512.109902,742734887.9655397
