time,price,24h_vol,capital_vol
2019-11-10T17:29:00.000Z,9080.7953646,19797348983.7138,163814143079.12228
2019-11-10T17:34:02.000Z,9075.25893048,19866510653.5505,163714267883.76028
2019-11-10T17:39:01.000Z,9069.57170016,19915640739.3496,163611781216.35925
2019-11-10T17:44:01.000Z,9070.06531249,19961749932.0811,163620685803.61118
2019-11-10T17:49:00.000Z,9063.81354961,19989419242.3293,163507906270.6459
2019-11-10T17:54:01.000Z,9068.28197291,20011240506.6123,163588515004.94022
2019-11-10T17:59:01.000Z,9065.47547208,20036359295.6925,163538004599.90796
2019-11-10T18:04:01.000Z,9065.54175548,19912580843.3807,163539200329.24478
2019-11-10T18:09:00.000Z,9067.94795077,19958353368.2659,163582607250.10803
2019-11-10T18:14:01.000Z,9068.82326433,20000246982.3599,163598397600.37067
2019-11-10T18:19:00.000Z,9066.20388232,20010893137.2846,163551144865.694
2019-11-10T18:24:01.000Z,9063.52666121,20038772436.4606,163502848733.89697
2019-11-10T18:29:00.000Z,9063.24102514,20077384150.9537,163497695959.1668
2019-11-10T18:34:00.000Z,9066.80776195,20101270591.6782,163562038642.86133
2019-11-10T18:39:00.000Z,9057.16588316,20142231268.7877,163388328953.29437
2019-11-10T18:44:00.000Z,9051.5664361,20157024414.1175,163287316748.15225
2019-11-10T18:49:00.000Z,9053.60580576,20180700073.637,163324106314.02353
2019-11-10T18:54:00.000Z,9053.78270243,20197122478.1905,163327297472.45892
2019-11-10T18:59:00.000Z,9051.40275022,20209826088.0316,163284698809.97675
2019-11-10T19:04:00.000Z,9054.04588147,20080677982.4128,163332380136.50494
2019-11-10T19:09:00.000Z,9054.87670811,20098292353.6864,163347368009.81247
2019-11-10T19:14:00.000Z,9055.78855932,20112149407.7713,163363817543.02774
2019-11-10T19:19:01.000Z,9052.41057651,20125676248.7148,163303332326.5232
2019-11-10T19:24:01.000Z,9053.58682361,20139558860.1689,163324551544.26038
2019-11-10T19:29:00.000Z,9049.37865424,20142827902.9693,163248637170.36987
2019-11-10T19:34:00.000Z,9051.86809266,20156346341.58,163293546046.98032
2019-11-10T19:39:00.000Z,9051.76064715,20176981774.7705,163291607755.55197
2019-11-10T19:44:00.000Z,9051.47306757,20193121320.4078,163286419888.3727
2019-11-10T19:49:01.000Z,9050.78359118,20208784481.4214,163273981898.3925
2019-11-10T19:54:01.000Z,9059.56349328,20250312740.7425,163432369242.65982
2019-11-10T19:59:01.000Z,9057.96498559,20274733840.7883,163403532544.37704
